IN NO EVENT SHALL MOUNT SINAI HOSPITAL BE LIABLE TO ANY PARTY FOR DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL
DAMAGES, INCLUDING LOST PROFITS, ARISING OUT OF THE USE OF THIS SOFTWARE AND ITS DOCUMENTATION, EVEN IF MOUNT SINAI HOSPITAL
HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE.

MOUNT SINAI HOSPITAL SPECIFICALLY DISCLAIMS ANY IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS FOR A PARTICULAR PURPOSE.
THE SOFTWARE AND ACCOMPANYING DOCUMENTATION, IF ANY, PROVIDED HEREUNDER IS PROVIDED "AS IS". MOUNT SINAI HOSPITAL HAS NO
OBLIGATION TO PROVIDE MAINTENANCE, SUPPORT, UPDATES, ENHANCEMENTS, OR MODIFICATIONS.

Published research assisted by this document should cite the original publishing author, as well as:
In any articles making use of this data, please refer to:
Stark C, Breitkreutz BJ, Reguly T, Boucher L, Breitkreutz A, Tyers M. BioGRID: A General Repository for Interaction Datasets. Nucleic Acids Res. Jan1;34:D535-9.

This data is distributed for research purposes only, and is provided WITHOUT ANY WARRANTY.

----------------------------------------------------------------------------------------------------

Brief Description of the Columns: 

A.) INTERACTOR_A			Unique ID for Interacting Partner A
B.) INTERACTOR_B			Unique ID for Interacting Partner B
C.) OFFICIAL_SYMBOL_FOR_A
D.) OFFICIAL_SYMBOL_FOR_B
E.) ALIASES_FOR_A			List of common names for geneA, separated by '|'
F.) ALIASES_FOR_B			List of common names for geneB, separated by '|'
G.) EXPERIMENTAL_SYSTEM			System in which the interaction was shown
H.) SOURCE				Author/s of the interaction
I.) PUBMED_ID				PubMed_ID of the paper, separated by ';'
J.) ORGANISM_A_ID				NCBI ID of Gene A Organism
K.) ORGANISM_B_ID				NCBI ID of Gene B Organism

----------------------------------------------------------------------------------------------------
File Version: 2.0.56
----------------------------------------------------------------------------------------------------

INTERACTOR_A	INTERACTOR_B	OFFICIAL_SYMBOL_A	OFFICIAL_SYMBOL_B	ALIASES_FOR_A	ALIASES_FOR_B	EXPERIMENTAL_SYSTEM	SOURCE	PUBMED_ID	ORGANISM_A_ID	ORGANISM_B_ID
EG175895	EG183841	N/A	uri-1	C56G2.6|let-767	C55B7.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175895	R12B2.5	N/A	mdt-15	C56G2.6|let-767	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175895	EG189062	N/A	N/A	C56G2.6|let-767	T28H10.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175895	EG178342	N/A	rpl-18	C56G2.6|let-767	Y45F10D.12	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175440	EG181378	mlc-4	col-181	C56G7.1	W03G11.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG178943	EG174254	protease	C06A8.1	CD4.6	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG178943	EG179941	protease	pas-1	CD4.6	C15H11.7	Two-hybrid	Li S (2004)	14704431	6239	6239
EG178943	EG179493	protease	pas-2	CD4.6	D1054.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG178943	EG173907	protease	N/A	CD4.6	F09E5.7	Two-hybrid	Li S (2004)	14704431	6239	6239
EG178943	EG178732	protease	N/A	CD4.6	W02G9.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG178943	EG171794	protease	N/A	CD4.6	Y39G10AR.15	Two-hybrid	Li S (2004)	14704431	6239	6239
EG178943	EG176637	protease	brp-1	CD4.6	Y79H2A.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG178943	EG176348	protease	N/A	CD4.6	ZK1098.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG178943	EG174826	protease	N/A	CD4.6	ZK930.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG178943	EG174571	protease	pas-7	CD4.6	ZK945.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172060	Y77E11A.13	N/A	npp-20	D1007.5	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG181800	rps-10	abu-1	D1007.6	AC3.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG179431	rps-10	collagen	D1007.6	B0024.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG191847	rps-10	srh-20	D1007.6	C02E7.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG178033	rps-10	N/A	D1007.6	C05C12.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG182480	rps-10	N/A	D1007.6	C09H10.8	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG182905	rps-10	N/A	D1007.6	C25F9.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG183343	rps-10	N/A	D1007.6	C39E9.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG183365	rps-10	N/A	D1007.6	C40H1.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG177493	rps-10	esterase	D1007.6	C42D4.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG183552	rps-10	N/A	D1007.6	C47E8.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG183874	rps-10	N/A	D1007.6	CC8.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG183942	rps-10	tag-175	D1007.6	D2013.10	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG174478	rps-10	eif-3.F	D1007.6	D2013.7	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG183990	rps-10	N/A	D1007.6	E02C12.11	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG184411	rps-10	N/A	D1007.6	F13C5.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG180612	rps-10	N/A	D1007.6	F28B4.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG181631	rps-10	psa-3	D1007.6	F39D8.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG178703	rps-10	nhr-96	D1007.6	F44C8.11	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG191713	rps-10	mua-1	D1007.6	F54H5.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG186980	rps-10	N/A	D1007.6	K04C1.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG187449	rps-10	N/A	D1007.6	M04G7.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG188838	rps-10	N/A	D1007.6	T24B8.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG190914	rps-10	N/A	D1007.6	Y105E8B.7	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG171917	rps-10	endonuclease	D1007.6	Y47G6A.8	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG190103	rps-10	N/A	D1007.6	Y50E8A.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG174863	rps-10	N/A	D1007.6	Y57A10A.23	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG190370	rps-10	N/A	D1007.6	Y57G11C.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG178398	rps-10	N/A	D1007.6	Y57G11C.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG176640	rps-10	php-3	D1007.6	Y75B8A.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG179756	rps-10	N/A	D1007.6	ZC443.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG179186	rps-10	N/A	D1007.6	ZC513.7	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG191559	rps-10	N/A	D1007.6	ZK1307.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172061	EG191464	rps-10	N/A	D1007.6	ZK930.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174218	EG183098	cah-2	C31H1.6	D1022.8	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174218	EG184258	cah-2	srx-137	D1022.8	F09F3.13	Two-hybrid	Li S (2004)	14704431	6239	6239
EG171934	EG171934	ferritin	ferritin	D1037.3	D1037.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG171934	W06F12.1	ferritin	lit-1	D1037.3	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG171934	EG179791	ferritin	N/A	D1037.3	W07G4.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG177710	EG177710	N/A	N/A	D1046.1	D1046.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG183911	EG183911	gst-42	gst-42	D1053.1	D1053.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG183911	EG178732	gst-42	N/A	D1053.1	W02G9.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179498	EG172281	N/A	N/A	D1054.13	C27A12.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179498	EG179498	N/A	N/A	D1054.13	D1054.13	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179498	EG186189	N/A	N/A	D1054.13	F53G12.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179498	EG176390	N/A	Calnexin	D1054.13	ZK632.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179492	EG177695	N/A	col-3	D1054.1	T28C6.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179493	EG179493	pas-2	pas-2	D1054.2	D1054.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179493	EG172238	pas-2	ATPase	D1054.2	F56H1.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179493	EG266842	pas-2	nsf-1	D1054.2	H15N14.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179493	EG178732	pas-2	N/A	D1054.2	W02G9.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179493	EG177604	pas-2	N/A	D1054.2	Y42H9AR.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG183940	EG177138	N/A	N/A	D2007.4	Y37E11AR.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG183942	EG178416	tag-175	N/A	D2013.10	Y41E3.7	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174475	EG176205	beta-transducin	N/A	D2013.2	C06E1.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174475	EG178230	beta-transducin	N/A	D2013.2	C36H8.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174475	EG172382	beta-transducin	D2092.1	D2013.2	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174475	EG177637	beta-transducin	N/A	D2013.2	D2096.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174475	EG181265	beta-transducin	N/A	D2013.2	F13E6.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174475	EG177629	beta-transducin	N/A	D2013.2	F17E9.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174475	EG176740	beta-transducin	F56A8.3	D2013.2	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174475	W06A7.3	beta-transducin	ret-1	D2013.2	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174475	EG176830	beta-transducin	N/A	D2013.2	Y38C1AA.7	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174475	EG171835	beta-transducin	N/A	D2013.2	Y71F9B.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174475	EG179032	beta-transducin	acl-9	D2013.2	ZK40.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174475	EG178125	beta-transducin	N/A	D2013.2	ZK822.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174477	Y65B4BR.4	N/A	wwp-1	D2013.6	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172515	C05E4.9	N/A	gei-7	D2030.6	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172515	EG172993	N/A	N/A	D2030.6	C35E7.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172515	EG172939	N/A	N/A	D2030.6	F25H2.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172515	EG174690	N/A	cey-1	D2030.6	F33A8.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176466	EG172434	N/A	F15C11.2	D2045.6|cul-1	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176466	EG180947	N/A	asp-3	D2045.6|cul-1	H22K11.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176466	EG173846	N/A	sgt-1	D2045.6|cul-1	R05F9.10	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176466	EG176709	N/A	N/A	D2045.6|cul-1	Y37D8A.16	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176466	EG176254	N/A	ArsA	D2045.6|cul-1	ZK637.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG183975	EG185773	mfb-1	sdz-18	DY3.6	F45C12.11	Two-hybrid	Li S (2004)	14704431	6239	6239
EG171998	EG179829	N/A	N/A	E01A2.1	F25H9.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG171998	EG174438	N/A	gcs-1	E01A2.1	F37B12.2	Two-hybrid	Li S (2004)	14704431	6239	6239
E01H11.1	EG181961	pkc-2	N/A	N/A	B0399.2	Two-hybrid	Li S (2004)	14704431	6239	6239
E01H11.1	EG172191	pkc-2	N/A	N/A	C30H7.2	Two-hybrid	Li S (2004)	14704431	6239	6239
E01H11.1	EG186197	pkc-2	N/A	N/A	F54A3.4	Two-hybrid	Li S (2004)	14704431	6239	6239
E01H11.1	EG174336	pkc-2	col-77	N/A	M195.1	Two-hybrid	Li S (2004)	14704431	6239	6239
E01H11.1	EG173137	pkc-2	par-6	N/A	T26E3.3	Two-hybrid	Li S (2004)	14704431	6239	6239
E01H11.1	EG189950	pkc-2	clec-76	N/A	Y46C8AR.1	Two-hybrid	Li S (2004)	14704431	6239	6239
E01H11.1	EG190226	pkc-2	gst-39	N/A	Y53F4B.33	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174512	EG187178	nhr-19	nhr-32	E02H1.7	K08H2.8	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174512	K10C3.6	nhr-19	nhr-49	E02H1.7	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174512	EG177138	nhr-19	N/A	E02H1.7	Y37E11AR.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174181	EG174181	Hydratase-dehydrogenase-epimerase	Hydratase-dehydrogenase-epimerase	E04F6.3	E04F6.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG177940	EG177236	egl-21	N/A	F01D4.4	K08F11.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175049	EG180264	N/A	N/A	F01D5.1	Y39B6A.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG180969	EG180535	ugt-57	rpl-11.2	F01E11.1	F07D10.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG180969	EG171601	ugt-57	rab-11.1	F01E11.1	F53G12.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175827	EG175827	F01F1.12	F01F1.12	N/A	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175827	EG172297	F01F1.12	T27A3.1	N/A	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175823	EG177467	rabn-5	N/A	F01F1.4	C06G3.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175823	EG181709	rabn-5	N/A	F01F1.4	F01G12.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175823	EG178235	rabn-5	F07C6.4	F01F1.4	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175823	EG175982	rabn-5	rfl-1	F01F1.4	F11H8.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175823	EG185757	rabn-5	nhr-111	F01F1.4	F44G3.9	Two-hybrid	Li S (2004)	14704431	6239	6239
F02C12.5	EG187256	cyp-13B1	N/A	N/A	K10C8.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184134	EG177572	N/A	N/A	F07C4.11	C06A6.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184162	EG175778	gamma-sarcoglycan	bas-1	F07H5.2	C05D2.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184162	EG178416	gamma-sarcoglycan	N/A	F07H5.2	Y41E3.7	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184174	EG187152	N/A	N/A	F08B6.3	K08D10.7	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184174	EG179902	N/A	N/A	F08B6.3	T08G5.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG181018	EG172247	tag-197	N/A	F08C6.3	B0414.8	Two-hybrid	Li S (2004)	14704431	6239	6239
EG181018	EG181182	tag-197	ifp-1	F08C6.3	C43C3.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG181018	EG186214	tag-197	N/A	F08C6.3	F54B11.7	Two-hybrid	Li S (2004)	14704431	6239	6239
EG181018	EG187504	tag-197	N/A	F08C6.3	R01B10.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG181018	EG176279	tag-197	R107.5	F08C6.3	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG181018	T05C12.6	tag-197	mig-5	F08C6.3	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG181018	EG188577	tag-197	N/A	F08C6.3	T18D3.7	Two-hybrid	Li S (2004)	14704431	6239	6239
EG181018	EG176434	tag-197	chc-1	F08C6.3	T20G5.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG181018	EG172948	tag-197	lst-1	F08C6.3	T22A3.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG181018	EG189470	tag-197	N/A	F08C6.3	Y17G9B.9	Two-hybrid	Li S (2004)	14704431	6239	6239
EG181019	EG177236	N/A	N/A	F08C6.6	K08F11.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG181019	EG173846	N/A	sgt-1	F08C6.6	R05F9.10	Two-hybrid	Li S (2004)	14704431	6239	6239
EG181019	EG176254	N/A	ArsA	F08C6.6	ZK637.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG178928	EG190865	acl-6	nhr-41	F08F3.2	Y104H12A.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG178926	EG176773	cyp-14A5	tag-61	F08F3.7	T27E9.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG178929	EG181775	N/A	mlc-2	F08F3.9	C36E6.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG178929	EG178020	N/A	N/A	F08F3.9	F01G4.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG178929	EG180938	N/A	nas-11	F08F3.9	K11G12.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG181319	EG175638	N/A	pal-1	F08G12.2	C38D4.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG181319	EG178139	N/A	N/A	F08G12.2	T12G3.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG181319	EG259335	N/A	col-93	F08G12.2	W05B2.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG181319	EG176637	N/A	brp-1	F08G12.2	Y79H2A.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184201	EG172074	N/A	rpl-4	F08G2.5	B0041.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184201	EG180404	N/A	ugt-46	F08G2.5	B0310.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184201	EG172201	N/A	rpl-19	F08G2.5	C09D4.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184201	EG183792	N/A	N/A	F08G2.5	C54E10.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184201	EG183874	N/A	N/A	F08G2.5	CC8.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184201	EG176048	N/A	N/A	F08G2.5	F08F8.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184201	EG175975	N/A	eft-3	F08G2.5	F31E3.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184201	EG177420	N/A	lec-11	F08G2.5	F38A5.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184201	EG185757	N/A	nhr-111	F08G2.5	F44G3.9	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184201	F52D10.3	N/A	ftt-2	F08G2.5	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184201	EG180575	N/A	tra-4	F08G2.5	F53B3.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184201	EG171602	N/A	rpl-7	F08G2.5	F53G12.10	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184201	EG176120	N/A	N/A	F08G2.5	F54H12.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184201	EG178061	N/A	N/A	F08G2.5	H02I12.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184201	EG178211	N/A	N/A	F08G2.5	K08E7.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184201	EG177524	N/A	N/A	F08G2.5	R05G6.7	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184201	EG175550	N/A	N/A	F08G2.5	R10E4.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184201	EG187933	N/A	N/A	F08G2.5	T01B7.8	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184201	EG179151	N/A	N/A	F08G2.5	T05B11.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184201	EG189167	N/A	N/A	F08G2.5	W03G1.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184201	EG171849	N/A	pop-1	F08G2.5	W10C8.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184201	EG180264	N/A	N/A	F08G2.5	Y39B6A.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184201	EG174976	N/A	N/A	F08G2.5	Y48C3A.10	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184201	EG178401	N/A	Y57G11C.9	F08G2.5	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184201	EG175505	N/A	tag-252	F08G2.5	ZK1058.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179949	EG184389	coh-3	N/A	F08H9.1	F12E12.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG173914	EG173137	pkc-3	par-6	F09E5.1	T26E3.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG179880	EG184451	N/A	N/A	F09F3.5	F14B8.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184253	R13A5.1	N/A	cup-5	F09F3.6	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175765	EG174269	F09F7.7	N/A	N/A	T09A5.12	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175765	T19E7.2	F09F7.7	skn-1	N/A	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184261	EG187528	nspb-12	N/A	F09F7.8	R02F2.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184284	EG177317	N/A	N/A	F10B5.2	F41H10.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184284	EG172589	N/A	N/A	F10B5.2	K04G2.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184284	EG176180	N/A	rfp-1	F10B5.2	R05D3.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174312	EG175629	tub-1	rbg-3	F10B5.4	B0393.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174312	Y24D9A.4	tub-1	rpl-7A	F10B5.4	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174313	EG175638	pch-2	pal-1	F10B5.5	C38D4.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174314	EG172958	emb-27	B0511.9	F10B5.6	mat-4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174314	EG190298	emb-27	N/A	F10B5.6	Y55B1AL.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175205	EG176206	mat-3	N/A	F10C5.1	C06E1.9	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175205	EG175638	mat-3	pal-1	F10C5.1	C38D4.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175205	EG180781	mat-3	vitellogenin	F10C5.1	C42D8.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175205	EG175462	mat-3	nhr-6	F10C5.1	C48D5.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175205	C55B7.4	mat-3	acdh-1	F10C5.1	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175205	EG174095	mat-3	N/A	F10C5.1	C56C10.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175205	EG174342	mat-3	N/A	F10C5.1	F14E5.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175205	EG172943	mat-3	deoxyribonuclease	F10C5.1	F25H2.10	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175205	EG172944	mat-3	tct-1	F10C5.1	F25H2.11	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175205	F52D10.3	mat-3	ftt-2	F10C5.1	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175205	H14A12.2	mat-3	fum-1	F10C5.1	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175205	JC8.3	mat-3	rpl-12	F10C5.1	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175205	EG180740	mat-3	N/A	F10C5.1	K02G10.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175205	EG181079	mat-3	N/A	F10C5.1	M60.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175205	EG176773	mat-3	tag-61	F10C5.1	T27E9.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175205	EG181378	mat-3	col-181	F10C5.1	W03G11.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175205	EG173309	mat-3	rps-20	F10C5.1	Y105E8A.16	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175205	EG178997	mat-3	crt-1	F10C5.1	Y38A10A.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175205	EG176595	mat-3	gly-8	F10C5.1	Y66A7A.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175205	EG173991	mat-3	N/A	F10C5.1	ZK1248.15	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172633	EG172633	N/A	N/A	F10D11.2	F10D11.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184295	EG177895	ugt-41	rack-1	F10D2.11	K04D7.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG184295	EG178423	ugt-41	N/A	F10D2.11	M199.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG173808	EG179436	N/A	N/A	F10G7.4|scc-1	B0024.11	Two-hybrid	Li S (2004)	14704431	6239	6239
EG173808	EG181686	N/A	N/A	F10G7.4|scc-1	C30F2.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG173808	EG178535	N/A	F11E6.1	F10G7.4|scc-1	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG173808	EG174802	N/A	N/A	F10G7.4|scc-1	F13D12.6	Two-hybrid	Li S (2004)	14704431	6239	6239
EG173808	F56D12.5	N/A	vig-1	F10G7.4|scc-1	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG173808	EG179645	N/A	N/A	F10G7.4|scc-1	F57F5.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG173808	EG174398	N/A	K08F8.1	F10G7.4|scc-1	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG173808	EG180111	N/A	cpl-1	F10G7.4|scc-1	T03E6.7	Two-hybrid	Li S (2004)	14704431	6239	6239
